id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,usage_type,power
89139,Nichols_NDB_US,ICK,Nichols,NDB,266,55.07089996,-131.60499573,,US,LO,MEDIUM
89140,Clarinda_NDB_US,ICL,Clarinda,NDB,353,40.72669983,-95.02749634,988,US,TERMINAL,LOW
89141,Icheon_VOR_KR,ICN,Icheon,VOR,117200,37.20169830,127.48300171,255,KR,BOTH,LOW
89142,Curico_VOR-DME_CL,ICO,Curico,VOR-DME,114700,-34.96780014,-71.21579742,6036,CL,BOTH,HIGH
89143,Curico_NDB_CL,ICO,Curico,NDB,270,-34.98109818,-71.25559998,,CL,LO,MEDIUM
89144,Wichita_VORTAC_US,ICT,Wichita,VORTAC,113800,37.74530029,-97.58380127,1471,US,BOTH,HIGH
89145,Ice_Pool_NDB_US,ICW,Ice Pool,NDB,525,64.54570007,-149.07699585,361,US,LO,LOW
89146,Das_Island_NDB_AE,ID,Das Island,NDB,366,25.16559982,52.90029907,,AE,BOTH,MEDIUM
89147,Xiaodanyang_NDB_CN,ID,Xiaodanyang,NDB,440,31.66670036,118.71499634,,CN,BOTH,MEDIUM
89148,Indore_NDB_IN,ID,Indore,NDB,335,22.72970009,75.81009674,,IN,BOTH,MEDIUM
89149,Uconn_NDB_US,ID,Uconn,NDB,324,43.59780121,-111.98100281,4794,US,TERMINAL,MEDIUM
89150,Inddy_NDB_US,ID,Inddy,NDB,385,41.90489960,-87.80690002,,US,LO,LOW
89151,Jeffe_NDB_US,ID,Jeffe,NDB,335,37.06570053,-95.77770233,835,US,TERMINAL,LOW
89152,Dublin_DME_IE,ID,Dublin,DME,108900,53.42010117,-6.27052021,200,IE,BOTH,HIGH
89153,Idaho_Falls_VOR-DME_US,IDA,Idaho Falls,VOR-DME,113850,43.51900101,-112.06400299,4724,US,LO,MEDIUM
89154,Fredericton_DME_CA,IDC,Fredericton,DME,111300,45.86309814,-66.54779816,79,CA,BOTH,LOW
89155,Indianola_NDB_US,IDL,Indianola,NDB,284,33.48020172,-90.67559814,126,US,LO,LOW
89156,Industry_VORTAC_US,IDU,Industry,VORTAC,110200,29.95610046,-96.56220245,419,US,LO,MEDIUM
89157,Valde_NDB_BR,IE,Valde,NDB,395,-1.39444005,-48.49169922,,BR,LO,MEDIUM
89158,Campi_NDB_US,IE,Campi,NDB,407,31.65740013,-93.07759857,115,US,TERMINAL,LOW
89159,Lebanon_NDB_US,IEB,Lebanon,NDB,414,37.57139969,-92.65820313,1325,US,LO,LOW
89160,Inuvik_DME_CA,IEV,Inuvik,DME,110300,68.30280304,-133.45300293,245,CA,LO,LOW
89161,Winters_NDB_US,IEW,Winters,NDB,396,31.94599915,-99.98799896,1862,US,TERMINAL,LOW
89162,Wiley_NDB_US,IEY,Wiley,NDB,248,71.28540039,-156.80700684,37,US,TERMINAL,LOW
89163,Fazenda_NDB_BR,IF,Fazenda,NDB,215,-19.61610031,-43.98500061,,BR,TERMINAL,MEDIUM
89164,Ivano-Frankovsk_NDB_UA,IF,Ivano-Frankovsk,NDB,290,48.87129974,24.75989914,,UA,TERMINAL,LOW
89165,Iowa_Falls_NDB_US,IFA,Iowa Falls,NDB,368,42.47660065,-93.26550293,1132,US,TERMINAL,LOW
89166,Iqualuit_DME_CA,IFB,Iqualuit,DME,109900,63.75000000,-68.54419708,116,CA,BOTH,LOW
89167,Kingfisher_VORTAC_US,IFI,Kingfisher,VORTAC,114700,35.80530167,-98.00389862,1110,US,BOTH,HIGH
89168,Winnfield_NDB_US,IFJ,Winnfield,NDB,402,31.96290016,-92.65709686,153,US,TERMINAL,LOW
89169,Innisfail_NDB_AU,IFL,Innisfail,NDB,212,-17.56170082,146.01499939,46,AU,BOTH,LOW
89170,Tift_Myers_VOR_US,IFM,Tift Myers,VOR,112500,31.42869949,-83.48889923,350,US,LO,LOW
89171,Esfahan_TACAN_IR,IFN,Esfahan,TACAN,117100,32.74639893,51.82469940,5072,IR,BOTH,HIGH
89172,Esfahan_NDB_IR,IFN,Esfahan,NDB,337,32.74900055,51.88079834,5072,IR,LO,LOW
89173,Ifrane_NDB_MA,IFR,Ifrane,NDB,409,33.50030136,-5.16028023,,MA,BOTH,MEDIUM
89174,Tuca_NDB_BR,IG,Tuca,NDB,410,-23.46220016,-46.57329941,,BR,TERMINAL,MEDIUM
89175,Soja_NDB_BR,IG,Soja,NDB,395,-20.48590088,-54.68930054,,BR,TERMINAL,MEDIUM
89176,Lensk_NDB_RU,IG,Lensk,NDB,678,60.74000168,114.89700317,,RU,TERMINAL,HIGH
89177,Bigbee_VORTAC_US,IGB,Bigbee,VORTAC,116200,33.48550034,-88.51360321,240,US,BOTH,MEDIUM
89178,Ingolstadt_TACAN_DE,IGL,Ingolstadt,TACAN,111400,48.71780014,11.56980038,1233,DE,BOTH,HIGH
89179,Ingolstadt_NDB_DE,IGL,Ingolstadt,NDB,345,48.73780060,11.64470005,,DE,BOTH,LOW
89180,Kingman_VOR-DME_US,IGM,Kingman,VOR-DME,108800,35.26050186,-113.93399811,3410,US,BOTH,MEDIUM
89181,Kingston_VOR-DME_US,IGN,Kingston,VOR-DME,117600,41.66550064,-73.82230377,580,US,BOTH,MEDIUM
89182,Igarka_VOR-DME_RU,IGR,Igarka,VOR-DME,112300,67.43000031,86.64170074,82,RU,BOTH,HIGH
89183,Cataratas_Del_Iguazu_VOR-DME_AR,IGU,Cataratas Del Iguazu,VOR-DME,114100,-25.73450089,-54.48569870,935,AR,BOTH,HIGH
89184,Havre_St_Pierre_DME_CA,IGV,Havre St Pierre,DME,109300,50.28689957,-63.59609985,124,CA,LO,LOW
89185,In_Guezzam_VOR_DZ,IGZ,In Guezzam,VOR,113400,19.56360054,5.73389006,1312,DZ,BOTH,HIGH
89186,In_Guezzam_NDB_DZ,IGZ,In Guezzam,NDB,435,19.57220078,5.76249981,,DZ,BOTH,MEDIUM
89187,Rasa_NDB_BR,IH,Rasa,NDB,315,-23.06389999,-43.14609909,,BR,LO,MEDIUM
89188,Indian_Head_VORTAC_US,IHD,Indian Head,VORTAC,108200,39.97420120,-79.35839844,2820,US,BOTH,MEDIUM
89189,Dryden_Regional_DME_CA,IHD,Dryden Regional,DME,109700,49.83499908,-92.74970245,1354,CA,BOTH,LOW
89190,Mansfield_NDB_US,IHM,Mansfield,NDB,220,42.00279999,-71.19709778,170,US,TERMINAL,LOW
89191,Chevery_DME_CA,IHR,Chevery,DME,109700,50.47470093,-59.62580109,39,CA,LO,LOW
89192,Ironhorse_NDB_US,IHS,Ironhorse,NDB,335,38.67829895,-104.75299835,5832,US,TERMINAL,LOW
89193,Halifax_DME_CA,IHZ,Halifax,DME,109100,44.89279938,-63.51309967,495,CA,LO,LOW
89194,Wapsie_NDB_US,IIB,Wapsie,NDB,206,42.45220184,-91.95099640,960,US,TERMINAL,LOW
89195,Indore_VOR-DME_IN,IID,Indore,VOR-DME,116700,22.72279930,75.80670166,1849,IN,BOTH,HIGH
89196,St-Augustin_DME_CA,IIF,St-Augustin,DME,108700,51.19940186,-58.65470123,33,CA,BOTH,LOW
89197,Kipnuk_VOR-DME_US,IIK,Kipnuk,VOR-DME,115900,59.94279861,-164.03399658,0,US,BOTH,LOW
89198,Imphal_VOR-DME_IN,IIM,Imphal,VOR-DME,115900,24.76759911,93.90440369,2536,IN,BOTH,LOW
89199,Hipsher_VOR-DME_US,IIP,Hipsher,VOR-DME,108600,42.67610168,-105.22599792,4900,US,LO,MEDIUM
89200,Louisville_VORTAC_US,IIU,Louisville,VORTAC,114800,38.10350037,-85.57740021,720,US,BOTH,HIGH
89201,Washington-Wilkes_Co_NDB_US,IIY,Washington-Wilkes Co,NDB,435,33.77479935,-82.81320190,651,US,TERMINAL,LOW
89203,Haiqing_NDB_CN,IJ,Haiqing,NDB,394,47.86830139,134.64700317,,CN,BOTH,MEDIUM
89204,Toronto_DME_CA,IJS,Toronto,DME,109100,43.66310120,-79.61859894,588,CA,LO,LOW
89205,Iwo_Jima_TACAN_JP,IJT,Iwo Jima,TACAN,109800,24.78420067,141.31700134,410,JP,BOTH,HIGH
89206,Jacksonville_VOR-DME_US,IJX,Jacksonville,VOR-DME,108600,39.77640152,-90.23870087,615,US,TERMINAL,LOW
89207,Nicholas_NDB_US,IJZ,Nicholas,NDB,272,38.17509842,-80.91999817,1880,US,TERMINAL,LOW
89208,Bento_NDB_BR,IK,Bento,NDB,370,-22.95750046,-47.20420074,,BR,TERMINAL,MEDIUM
89209,Ikishima_NDB_JP,IK,Ikishima,NDB,355,33.75230026,129.78199768,,JP,BOTH,MEDIUM
89210,Imam_Khomeini_VOR-DME_IR,IKA,Imam Khomeini,VOR-DME,114300,35.40969849,51.17850113,3271,IR,BOTH,HIGH
89211,Ikaria_NDB_GR,IKA,Ikaria,NDB,322,37.68289948,26.34560013,80,GR,TERMINAL,LOW
89212,Iki_VOR-DME_JP,IKE,Iki,VOR-DME,113200,33.74750137,129.77699280,219,JP,BOTH,HIGH
89213,Kankakee_VOR-DME_US,IKK,Kankakee,VOR-DME,111600,41.07440186,-87.84980011,625,US,LO,MEDIUM
89214,Ankeny_NDB_US,IKV,Ankeny,NDB,275,41.69869995,-93.56340027,904,US,LO,LOW
89215,Springfield_NDB_US,IKY,Springfield,NDB,429,37.63460159,-85.23660278,872,US,TERMINAL,LOW
89216,Buttonville_DME_CA,IKZ,Buttonville,DME,111100,43.85580063,-79.36329651,650,CA,LO,HIGH
89217,Ilorin_VOR-DME_NG,IL,Ilorin,VOR-DME,112300,8.38836956,4.43088007,1266,NG,BOTH,HIGH
89218,Cariano_NDB_BR,IL,Cariano,NDB,350,-27.66150093,-48.55920029,,BR,TERMINAL,MEDIUM
89219,Ilorin_NDB_NG,IL,Ilorin,NDB,371,8.42531967,4.47559977,,NG,TERMINAL,LOW
89220,Ilstad_NDB_NO,IL,Ilstad,NDB,320,67.27439880,14.72179985,,NO,LO,LOW
89221,Airbo_NDB_US,IL,Airbo,NDB,407,39.49190140,-83.73670197,1056,US,TERMINAL,LOW
89222,Iresh_NDB_US,IL,Iresh,NDB,278,31.02400017,-97.70800018,857,US,LO,LOW
89223,Airli_NDB_US,IL,Airli,NDB,281,34.19129944,-77.86630249,,US,TERMINAL,LOW
89224,Hadin_NDB_US,IL,Hadin,NDB,248,39.58129883,-75.61389923,,US,TERMINAL,MEDIUM
89225,J_M_Nkomo_NDB_ZW,IL,J M Nkomo,NDB,226,-20.01059914,28.60250092,,ZW,TERMINAL,LOW
89226,Williams_VORTAC_US,ILA,Williams,VORTAC,114400,39.07109833,-122.02700043,50,US,LO,MEDIUM
89227,Bistrica_VOR-DME_SI,ILB,Bistrica,VOR-DME,114800,45.56560135,14.17090034,1962,SI,BOTH,HIGH
89228,Bistrica_NDB_SI,ILB,Bistrica,NDB,414,45.56449890,14.17199993,1880,SI,BOTH,MEDIUM
89229,Wilson_Creek_VORTAC_US,ILC,Wilson Creek,VORTAC,116300,38.25019836,-114.39399719,9318,US,BOTH,HIGH
89230,Iliamna_NDB-DME_US,ILI,Iliamna,NDB-DME,411,59.74789810,-154.91000366,168,US,BOTH,MEDIUM
89231,Willard_NDB_US,ILJ,Willard,NDB,254,37.29940033,-93.44069672,,US,TERMINAL,MEDIUM
89232,Willmar_VOR-DME_US,ILL,Willmar,VOR-DME,113700,45.11750031,-95.09059906,1120,US,TERMINAL,LOW
89233,Wilmington_VORTAC_US,ILM,Wilmington,VORTAC,117000,34.35169983,-77.87439728,20,US,BOTH,HIGH
89234,Ilam_VOR-DME_IR,ILM,Ilam,VOR-DME,112600,33.57839966,46.41540146,4426,IR,BOTH,HIGH
89235,Quilmes_NDB_AR,ILM,Quilmes,NDB,210,-34.71080017,-58.24029922,7,AR,TERMINAL,HIGH
89236,Illesheim_NDB_DE,ILM,Illesheim,NDB,488,49.47190094,10.38790035,1112,DE,LO,LOW
89237,Ilam_NDB_IR,ILM,Ilam,NDB,311,33.58480072,46.41210175,4404,IR,BOTH,HIGH
89238,Ilo_VOR_PE,ILO,Ilo,VOR,112500,-17.69109917,-71.35060120,72,PE,BOTH,HIGH
89239,Wildhorse_VOR-DME_US,ILR,Wildhorse,VOR-DME,113800,43.59310150,-118.95500183,4140,US,LO,MEDIUM
89240,Isleta_NDB_US,ILT,Isleta,NDB,247,34.98699951,-106.62000275,5304,US,TERMINAL,MEDIUM
89241,Illizi_VOR_DZ,ILZ,Illizi,VOR,115600,26.72330093,8.65443993,,DZ,BOTH,HIGH
89242,Bitam_NDB_GA,IM,Bitam,NDB,264,2.08351994,11.48229980,,GA,BOTH,MEDIUM
89243,Imphal_NDB_IN,IM,Imphal,NDB,289,24.75819969,93.88909912,,IN,BOTH,MEDIUM
89244,Shymkent_NDB_KZ,IM,Shymkent,NDB,360,42.35049820,69.54250336,,KZ,BOTH,MEDIUM
89245,Keans_NDB_US,IM,Keans,NDB,357,35.53279877,-82.58740234,,US,TERMINAL,LOW
89246,Kords_NDB_US,IM,Kords,NDB,255,45.72740173,-88.13259888,,US,TERMINAL,LOW
89247,Kimberly_VORTAC_US,IMB,Kimberly,VORTAC,115600,44.64839935,-119.71199799,5220,US,BOTH,HIGH
89248,Iwami_VOR-DME_JP,IME,Iwami,VOR-DME,115050,34.67620087,131.77999878,221,JP,BOTH,HIGH
89249,Mount_Edgecumbe_NDB_US,IME,Mount Edgecumbe,NDB,414,57.04729843,-135.36599731,18,US,LO,LOW
89250,Vancouver_DME_CA,IMK,Vancouver,DME,111100,49.19670105,-123.19999695,16,CA,LO,LOW
89251,Imperial_NDB_US,IML,Imperial,NDB,283,40.51160049,-101.62799835,3268,US,LO,LOW
89252,In_Amenas_VOR-DME_DZ,IMN,In Amenas,VOR-DME,112900,28.06999969,9.66528034,1870,DZ,BOTH,HIGH
89253,Izmir_VOR-DME_TR,IMR,Izmir,VOR-DME,113700,38.31719971,27.00720024,3304,TR,BOTH,HIGH
89254,Marshfield_NDB_US,IMR,Marshfield,NDB,368,42.09790039,-70.67530060,64,US,TERMINAL,LOW
89255,Madison_NDB_US,IMS,Madison,NDB,404,38.76089859,-85.46050262,874,US,TERMINAL,LOW
89256,Iron_Mountain_VOR-DME_US,IMT,Iron Mountain,VOR-DME,111200,45.81600189,-88.11209869,1130,US,LO,MEDIUM
89257,Indramayu_VOR-DME_ID,IMU,Indramayu,VOR-DME,116400,-6.30420017,108.33899689,3,ID,BOTH,HIGH
89258,Inderborsky_NDB_KZ,IN,Inderborsky,NDB,755,48.56669998,51.75000000,,KZ,BOTH,HIGH
89259,Inhambane_NDB_MZ,IN,Inhambane,NDB,400,-23.86739922,35.40010071,,MZ,BOTH,HIGH
89260,Zinder_NDB_NE,IN,Zinder,NDB,264,13.78950024,8.99783039,1568,NE,TERMINAL,LOW
89261,Ibadan_NDB_NG,IN,Ibadan,NDB,310,7.37801981,3.99148989,,NG,TERMINAL,LOW
89262,Sukhotino_NDB_RU,IN,Sukhotino,NDB,106,54.59999847,37.33330154,,RU,BOTH,HIGH
89263,Pully_NDB_US,IN,Pully,NDB,266,39.62900162,-86.41829681,689,US,TERMINAL,LOW
89264,Raize_NDB_US,IN,Raize,NDB,353,48.48130035,-93.27809906,1120,US,TERMINAL,MEDIUM
89265,Reeno_NDB_US,IN,Reeno,NDB,317,36.07089996,-80.16680145,,US,TERMINAL,LOW
89266,Winnemucca_VOR-DME_US,INA,Winnemucca,VOR-DME,108200,40.89929962,-117.81199646,4302,US,LO,LOW
89267,Inebolu_VOR-DME_TR,INB,Inebolu,VOR-DME,113300,41.95140076,33.70610046,2113,TR,BOTH,HIGH
89268,Konna_NDB_US,INE,Konna,NDB,521,47.09439850,-114.39700317,3720,US,LO,MEDIUM
89269,Ingo_VOR-DME_IS,ING,Ingo,VOR-DME,112400,63.80310059,-16.63809967,8,IS,BOTH,HIGH
89270,Saint-Inglevert_NDB_FR,ING,Saint-Inglevert,NDB,387,50.88320160,1.74180996,475,FR,,
89271,Ambler_NDB_US,ING,Ambler,NDB,275,40.12590027,-75.28520203,,US,TERMINAL,LOW
89272,Wink_VORTAC_US,INK,Wink,VORTAC,112100,31.87479973,-103.24400330,2860,US,BOTH,HIGH
89273,International_Falls_VORTAC_US,INL,International Falls,VORTAC,111000,48.56579971,-93.40570068,1180,US,LO,MEDIUM
89274,Innsbruck_NDB_AT,INN,Innsbruck,NDB,420,47.22999954,11.40190029,2969,AT,BOTH,LOW
89275,Inongo_NDB_CD,INO,Inongo,NDB,385,-1.95248997,18.27459908,,CD,BOTH,MEDIUM
89276,Indiana_NDB_US,INP,Indiana,NDB,242,40.63190079,-79.06590271,,US,TERMINAL,LOW
89277,Indian_Springs_TACAN_US,INS,Indian Springs,TACAN,134000,36.58499908,-115.66999817,3101,US,BOTH,LOW
89278,Inverness_VOR-DME_GB,INS,Inverness,VOR-DME,109200,57.54259872,-4.04154015,58,GB,LO,MEDIUM
89279,Toronto_DME_CA,INV,Toronto,DME,109300,43.67559814,-79.59940338,565,CA,LO,LOW
89280,Winslow_VORTAC_US,INW,Winslow,VORTAC,112600,35.06159973,-110.79499817,4910,US,BOTH,HIGH
89281,Antananarivo_Ivato_NDB_MG,IO,Antananarivo Ivato,NDB,305,-18.78409958,47.39289856,,MG,TERMINAL,LOW
89282,Ioannina_NDB_GR,IOA,Ioannina,NDB,340,39.69889832,20.81609917,,GR,TERMINAL,LOW
89283,Montreal_Dorval_Intl_DME_CA,IOA,Montreal Dorval Intl,DME,110500,45.45920181,-73.73750305,117,CA,LO,LOW
95435,Wk_NDB_QA,WK,Wk,NDB,323,25.17950058,51.60139847,,QA,TERMINAL,LOW
89284,Mount_Sterling_NDB_US,IOB,Mount Sterling,NDB,210,38.06000137,-83.98149872,1016,US,LO,LOW
89285,Flotta_NDB_GB,IOF,Flotta,NDB,357,58.82989883,-3.14506006,,GB,BOTH,HIGH
89286,Ogur_DME_IS,IOG,Ogur,DME,110100,66.04340363,-22.68250084,,IS,BOTH,UNKNOWN
89287,Isle_Of_Man_VOR-DME_IM,IOM,Isle Of Man,VOR-DME,112200,54.06689835,-4.76347017,573,IM,BOTH,HIGH
89288,Mc_Call_NDB_US,IOM,Mc Call,NDB,363,44.80569839,-116.10199738,4912,US,TERMINAL,LOW
89289,Iloilo_VOR-DME_PH,IOO,Iloilo,VOR-DME,116300,10.70950031,122.54199982,27,PH,BOTH,HIGH
89290,Oshawa_DME_CA,IOO,Oshawa,DME,111350,43.91859818,-78.88580322,456,CA,LO,LOW
89291,Puerto_Barrios_VOR-DME_GT,IOS,Puerto Barrios,VOR-DME,115100,15.73680019,-88.58879852,20,GT,BOTH,MEDIUM
89292,Iowa_City_VORTAC_US,IOW,Iowa City,VORTAC,116200,41.51900101,-91.61329651,770,US,BOTH,HIGH
89293,Ottawa_DME_CA,IOW,Ottawa,DME,109500,45.31380081,-75.66680145,374,CA,TERMINAL,LOW
89294,Guaiba_NDB_BR,IP,Guaiba,NDB,345,-29.99300003,-51.28170013,,BR,LO,MEDIUM
89295,Jardim_NDB_BR,IP,Jardim,NDB,300,-22.99279976,-47.15520096,,BR,TERMINAL,MEDIUM
89296,Impfondo_NDB_CG,IP,Impfondo,NDB,370,1.61387002,18.06629944,,CG,BOTH,LOW
89297,Ile_Des_Pins_NDB_NC,IP,Ile Des Pins,NDB,332,-22.59000015,167.45100403,315,NC,TERMINAL,LOW
89298,Zakharovka_NDB_RU,IP,Zakharovka,NDB,688,54.73329926,36.65000153,,RU,BOTH,HIGH
89299,Isla_De_Pascua_VOR-DME_CL,IPA,Isla De Pascua,VOR-DME,117100,-27.16390038,-109.40599823,719,CL,TERMINAL,HIGH
89300,Isla_De_Pascua_NDB_CL,IPA,Isla De Pascua,NDB,280,-27.15399933,-109.42099762,394,CL,RNAV,HIGH
89301,Ipiales_VOR-DME_CO,IPI,Ipiales,VOR-DME,113600,0.85920298,-77.67320251,9763,CO,BOTH,HIGH
89302,Imperial_VORTAC_US,IPL,Imperial,VORTAC,115900,32.74890137,-115.50900269,-20,US,BOTH,HIGH
89303,Prince_Rupert_DME_CA,IPR,Prince Rupert,DME,109700,54.29059982,-130.45100403,91,CA,LO,LOW
89304,Isparta_VOR-DME_TR,IPT,Isparta,VOR-DME,117500,37.85110092,30.35829926,2841,TR,BOTH,HIGH
89305,Isparta_NDB_TR,IPT,Isparta,NDB,349,37.85329819,30.35829926,,TR,BOTH,MEDIUM
89306,Watson_Lake_DME_CA,IQH,Watson Lake,DME,110300,60.11920166,-128.82899475,2297,CA,LO,LOW
89307,Louisa_NDB_US,IQK,Louisa,NDB,382,38.02040100,-77.85919952,475,US,TERMINAL,LOW
89308,Iquique_VOR-DME_CL,IQQ,Iquique,VOR-DME,113300,-20.37470055,-70.17250061,261,CL,BOTH,HIGH
89309,Sallisaw_NDB_US,IQS,Sallisaw,NDB,520,35.39860153,-94.79440308,805,US,TERMINAL,LOW
89310,Iquitos_VOR-DME_PE,IQT,Iquitos,VOR-DME,116500,-3.79225993,-73.31739807,335,PE,BOTH,HIGH
89311,Gander_DME_CA,IQX,Gander,DME,109500,48.95059967,-54.56029892,496,CA,LO,LOW
89312,Trevo_NDB_BR,IR,Trevo,NDB,280,-15.86419964,-47.93730164,,BR,LO,LOW
89313,Kisar_NDB_ID,IR,Kisar,NDB,220,-8.01751041,127.19999695,90,ID,BOTH,MEDIUM
89314,Irisu_NDB_KG,IR,Irisu,NDB,121,40.96670151,73.36669922,,KG,BOTH,MEDIUM
89315,Irkutsk_NDB_RU,IR,Irkutsk,NDB,514,52.24829865,104.46299744,,RU,TERMINAL,HIGH
89316,Iringa_NDB_TZ,IR,Iringa,NDB,397,-7.67619991,35.75249863,4678,TZ,LO,MEDIUM
89317,Iraklion_VOR-DME_GR,IRA,Iraklion,VOR-DME,108800,35.34080124,25.18530083,111,GR,BOTH,HIGH
89318,Isla_Robinson_Crusoe_NDB_CL,IRC,Isla Robinson Crusoe,NDB,293,-33.61669922,-78.83670044,,CL,BOTH,MEDIUM
89319,Vancouver_DME_CA,IRD,Vancouver,DME,111900,49.20199966,-123.16400146,28,CA,LO,HIGH
89320,Isla_Rey_Jorge_VOR-DME_AQ,IRJ,Isla Rey Jorge,VOR-DME,113300,-62.19079971,-58.98249817,135,AQ,BOTH,HIGH
89321,Isla_Rey_Jorge_NDB_AQ,IRJ,Isla Rey Jorge,NDB,360,-62.19940186,-58.96139908,,AQ,BOTH,MEDIUM
89322,Roberval_DME_CA,IRJ,Roberval,DME,110300,48.52690125,-72.27420044,610,CA,BOTH,LOW
89323,Kirksville_VORTAC_US,IRK,Kirksville,VORTAC,114600,40.13499832,-92.59169769,985,US,BOTH,HIGH
89324,Irkutsk_VOR-DME_RU,IRK,Irkutsk,VOR-DME,112300,52.27000046,104.38800049,1673,RU,BOTH,HIGH
89325,Jerusalem_NDB_PS,IRM,Jerusalem,NDB,336,31.86339951,35.21640015,2485,PS,LO,MEDIUM
89326,Isiro_NDB_CD,IRO,Isiro,NDB,405,2.83961010,27.57130051,,CD,BOTH,MEDIUM
89327,Colliers_VORTAC_US,IRQ,Colliers,VORTAC,113900,33.70740128,-82.16210175,428,US,BOTH,HIGH
89328,Sturgis_NDB_US,IRS,Sturgis,NDB,382,41.81309891,-85.43379974,,US,TERMINAL,LOW
89329,Will_Rogers_VORTAC_US,IRW,Will Rogers,VORTAC,114100,35.35860062,-97.60919952,1230,US,BOTH,HIGH
89330,Ishurdi_NDB_BD,IS,Ishurdi,NDB,350,24.15279961,89.04479980,,BD,BOTH,LOW
89331,Cimbra_NDB_BR,IS,Cimbra,NDB,220,-12.92800045,-38.42079926,,BR,TERMINAL,MEDIUM
89332,Mada_NDB_BR,IS,Mada,NDB,290,-23.54479980,-46.71170044,,BR,LO,MEDIUM
89333,Fonte_NDB_BR,IS,Fonte,NDB,345,-22.00250053,-47.34109879,,BR,TERMINAL,MEDIUM
89334,Ajaccio_Campo_Dell_Oro_NDB_FR,IS,Ajaccio/Campo Dell Oro,NDB,341,41.89879990,8.61207962,,FR,LO,MEDIUM
89335,Isafjordur_NDB_IS,IS,Isafjordur,NDB,385,66.09829712,-23.03890038,,IS,LO,LOW
89336,Istanbul_NDB_TR,IS,Istanbul,NDB,396,41.05720139,28.80640030,,TR,TERMINAL,LOW
89337,Stals_NDB_US,IS,Stals,NDB,276,35.24390030,-77.69819641,40,US,TERMINAL,LOW
89338,Lokks_NDB_US,IS,Lokks,NDB,366,40.72890091,-73.19020081,18,US,TERMINAL,LOW
89339,Istrana_TACAN_IT,ISA,Istrana,TACAN,111700,45.68750000,12.11690044,189,IT,BOTH,HIGH
89340,Istrana_NDB_IT,ISA,Istrana,NDB,340,45.69860077,12.22830009,,IT,BOTH,LOW
89341,Sibley_NDB_US,ISB,Sibley,NDB,269,43.36800003,-95.75250244,1531,US,TERMINAL,LOW
89342,Winner_VOR_US,ISD,Winner,VOR,112800,43.48789978,-99.76139832,2355,US,LO,MEDIUM
89343,Iskenderun_NDB_TR,ISK,Iskenderun,NDB,434,36.57609940,36.15999985,25,TR,TERMINAL,LOW
89344,Kissimmee_NDB_US,ISM,Kissimmee,NDB,329,28.28940010,-81.43419647,82,US,TERMINAL,LOW
89345,Williston_VORTAC_US,ISN,Williston,VORTAC,116300,48.25329971,-103.75099945,2372,US,BOTH,MEDIUM
89346,Esfahan_VOR-DME_IR,ISN,Esfahan,VOR-DME,113200,32.74700165,51.82799911,5072,IR,BOTH,HIGH
89347,Kinston_VORTAC_US,ISO,Kinston,VORTAC,109600,35.37099838,-77.55829620,70,US,BOTH,MEDIUM
89348,Schoolcraft_Co_VOR-DME_US,ISQ,Schoolcraft Co,VOR-DME,110400,45.97620010,-86.17340088,680,US,LO,LOW
89349,Iran_Shahr_VOR-DME_IR,ISR,Iran Shahr,VOR-DME,117000,27.23439980,60.72230148,1960,IR,BOTH,HIGH
89350,Iran_Shahr_NDB_IR,ISR,Iran Shahr,NDB,309,27.23279953,60.71760178,1960,IR,BOTH,HIGH
89351,Wiscasset_NDB_US,ISS,Wiscasset,NDB,407,43.98260117,-69.64029694,160,US,TERMINAL,LOW
89352,Istanbul_VORTAC_TR,IST,Istanbul,VORTAC,112500,40.96250153,28.80970001,108,TR,BOTH,HIGH
89353,Stornoway_DME_GB,ISV,Stornoway,DME,110900,58.21440125,-6.32604980,28,GB,TERMINAL,LOW
89354,Wisconsin_Rapids_NDB_US,ISW,Wisconsin Rapids,NDB,215,44.36389923,-89.83979797,1021,US,LO,LOW
89355,Islay_DME_GB,ISY,Islay,DME,109950,55.68299866,-6.24941015,70,GB,LO,LOW
89356,Cincinnati_Blue_Ash_NDB_US,ISZ,Cincinnati Blue Ash,NDB,388,39.24879837,-84.38960266,839,US,LO,LOW
89357,Pointe_Noire_VOR_CG,IT,Pointe Noire,VOR,114100,-4.82321978,11.88739967,55,CG,BOTH,HIGH
89358,Meriti_NDB_BR,IT,Meriti,NDB,290,-22.82950020,-43.36230087,,BR,TERMINAL,MEDIUM
89359,Pena_NDB_BR,IT,Pena,NDB,325,-25.51449966,-49.19150162,,BR,TERMINAL,MEDIUM
89360,Vrnah_NDB_US,IT,Vrnah,NDB,266,42.43009949,-76.36789703,1504,US,TERMINAL,LOW
89361,Las_Lomitas_VOR_AR,ITA,Las Lomitas,VOR,112200,-24.73609924,-60.54389954,426,AR,LO,HIGH
89362,Latina_NDB_IT,ITA,Latina,NDB,393,41.54119873,12.91959953,61,IT,TERMINAL,MEDIUM
89363,Alma_DME_CA,ITF,Alma,DME,110700,48.50500107,-71.63220215,445,CA,BOTH,LOW
89364,Ithaca_VOR-DME_US,ITH,Ithaca,VOR-DME,111800,42.49499893,-76.45970154,1110,US,LO,MEDIUM
89365,Chilecito_VOR_AR,ITO,Chilecito,VOR,116500,-29.21109962,-67.44249725,3099,AR,HI,HIGH
